0,=,isExperienceEligible,years_occurrence,link
189,Lead Tableau Developer,False,"['e than 15 years', ' have 3-4 years', 'rall 8-10 years', 'least 6-7 years', 't least 6 years']",https://in.indeed.com/rc/clk?jk=ed1d54334927ba81&bb=pLafhwc1HW02AqWj4WCtvwmWiFTeSwrhaEUzT6RViAYj9JGoyFsHctb5INoRsEu8EydzMxuYvBsuNxiFzRVVbmdoR1-8jT4PAObYNAWj_6s%3D&xkcb=SoD967M3FA1R0uwHMB0CbzkdCdPP&fccid=39e7cc3fd9e2cd7d&vjs=3
190,Robotics Engineer,False,"['h over 5+ years', 'minimum 5 years', '>sales: 3 years', 'l work: 6 years']",https://in.indeed.com/rc/clk?jk=d57fdc74a5b7fa83&bb=pLafhwc1HW02AqWj4WCtvwSu2ftEawZ2qVctwoZh2-LqjnEP_eD9s51prDEwET0bCWOcFymBWQ9k2cO1Rw28NsQi-gobRMhjrK2P-Ejke3E%3D&xkcb=SoBg67M3FA1R0uwHMB0BbzkdCdPP&fccid=4d5a9fdc19ad17cd&cmp=Robotix-Learning-Solutions-P-Ltd&ti=Robotics+Engineer&vjs=3
191,Python/Django Developer,False,"['> <li>5-8 years', 'django: 4 years', 'python: 4 years']",https://in.indeed.com/rc/clk?jk=a5414ee0ded4db3d&bb=pLafhwc1HW02AqWj4WCtv-iLwwVAY_pNQyZaZGoPvcwNZkZjURTq5ZZ7DyxsBnjv_ft9gA0_P6QUSmLST2dQmIq9408H1HzXZ7OOZWt3xF0%3D&xkcb=SoDU67M3FA1R0uwHMB0AbzkdCdPP&fccid=465f7b5a204f6cfd&cmp=Habilelabs-Pvt.-Ltd.&ti=Python+Developer&vjs=3
192,Site Reliability Engineering Professional,False,"[' past 180 years', 'l> <li>4+ years']",https://in.indeed.com/rc/clk?jk=3bfe6a4e7cf8b40a&bb=pLafhwc1HW02AqWj4WCtv2RPIIpMHCnyF6cFdI5AdIYR-7YPvVvcYz1UKOJcGYo7-ctgmR7kRV9R5YYJlhnzrA6LIKhmKlnuli34NZqlqPQ%3D&xkcb=SoBa67M3FA1R0uwHMB0HbzkdCdPP&fccid=cf59e8192e82b340&vjs=3
193,Cloudera Data Platform-Application Developer,True,[],https://in.indeed.com/rc/clk?jk=a011355a0b8416fa&bb=pLafhwc1HW02AqWj4WCtv_s23n0Kg5_LKFEWyPLB9hHmaZkoajGc88vvIkfjnBCad2RCzOlGYfHp6Ad6ykuGEJUQo9L2Z3cCZougdje9V6E%3D&xkcb=SoDu67M3FA1R0uwHMB0GbzkdCdPP&fccid=a4e4e2eaf26690c9&vjs=3
194,NLP Engineer,True,['gineer: 2 years'],https://in.indeed.com/rc/clk?jk=64e5b051044b0937&bb=pLafhwc1HW02AqWj4WCtvz95NfSbIq334EbHLLB7T9KRjYA0iwQ103WmS5xauYm7pyp8-3M-73uNuOYQik86bLDu7ov4v-XDJFlv1bQjbIY%3D&xkcb=SoBz67M3FA1R0uwHMB0FbzkdCdPP&fccid=971ff49082caa6b3&cmp=Binary-Infoways&ti=Engineer&vjs=3
195,"Python, PHP, Ruby on Rails Developer",True,[],https://in.indeed.com/rc/clk?jk=95770281e76b6fd7&bb=pLafhwc1HW02AqWj4WCtv_s23n0Kg5_L4agqqUKQEABWO51g_sthjKth-BPa9gTw_nZ1waaM04YyYUVUAbh3sU6C9mCvXilqV5qXJ3537fg%3D&xkcb=SoDH67M3FA1R0uwHMB0EbzkdCdPP&fccid=14ad448207053918&cmp=Devzila-LLC&ti=Ruby+On+Rails+Developer&vjs=3
196,Full Stack Lead (ReactJS/NodeJS/SQL),False,"['> <li> 6+ years', 'teams, 2+ years']",https://in.indeed.com/rc/clk?jk=69844b9dff67dd65&bb=eRdHlRC7Bs9p0TWZ69cUOfy8-AEWnf1CIK6grR8kzFLbWPakZAHDxQsyFt26VKOzILQ2PzewLZll6GdPuqJroG4jDppV-7UQ3RJThw6AHh8%3D&xkcb=SoDz67M3FA1qicgMJL0LbzkdCdPP&fccid=683f563b5cc25b70&vjs=3
197,DevOps Engineer (DevOps/Terraform/AWS),False,['> <li> 6+ years'],https://in.indeed.com/rc/clk?jk=7596b8929744aa48&bb=eRdHlRC7Bs9p0TWZ69cUORkEhbo-q7aotD_y_30eNm_cGk1xq9jGTlX4dvfw7hTldPKz7IRkfUd3oX4cWBguz0Yjvr7vEWABcF6ClZSWQPw%3D&xkcb=SoBH67M3FA1qicgMJL0KbzkdCdPP&fccid=683f563b5cc25b70&vjs=3
198,Sr Mgr Site Reliability Engineering,False,"['teen (14) years', ' five (5) years']",https://in.indeed.com/rc/clk?jk=98b6ff5bfe79c538&bb=eRdHlRC7Bs9p0TWZ69cUOT0W05gQDePrDI7bhkpK06Fk8nUlht8liuuTk2VPjcxowAe7FbdvG9q_qm-_-cebrudhV2lLljIXqmss-01NZfw%3D&xkcb=SoDa67M3FA1qicgMJL0JbzkdCdPP&fccid=796b5a2c2fc5984d&vjs=3
199,Lead Consultant Python Developer,True,[],https://in.indeed.com/rc/clk?jk=f16940593bb11b5c&bb=eRdHlRC7Bs9p0TWZ69cUOXta8nCAMbu3AN0heTcH9XXrQU9IuvwpKkdvXaLBe_3EevoPCpntigm1JYjljddVsZml_1cFavnPjx9IJTQfWwU%3D&xkcb=SoBu67M3FA1qicgMJL0IbzkdCdPP&fccid=afe30394bfba1470&vjs=3
200,Python Developer Intern,True,['> <li>0-2 years'],https://in.indeed.com/rc/clk?jk=ec7748745bf5006e&bb=eRdHlRC7Bs9p0TWZ69cUOa_522JCUqGLmJIv57HGPkLb3jcr5WrpDwDJ7RmzigoHb9ijrtsjyYmSWt6J_MOKHy2bElhpCslbw2XjbOGeedI%3D&xkcb=SoDg67M3FA1qicgMJL0PbzkdCdPP&fccid=a26c125ac030bf3a&cmp=STORILABS-SYSTEM-TECHNOLOGIES-LLP&ti=Python+Developer&vjs=3
201,Python Developer,True,[],https://in.indeed.com/rc/clk?jk=012f0ed6ed3a64ab&bb=eRdHlRC7Bs9p0TWZ69cUOVqmNxTpK8IyTiOMoaBvMZgwPTCrk26YVQnQc2fXBui9LQMyogxQmWfwnlHYLaw7P2D0YISGQ6qiZQAlmnzMsOI%3D&xkcb=SoBU67M3FA1qicgMJL0ObzkdCdPP&fccid=7c1c1909f79f99cf&cmp=Feather-HR-Solutions&ti=Python+Developer&vjs=3
202,Senior Member of Technical Staff - C/Linux,False,"['s for ten years', '>7 to 10+ years']",https://in.indeed.com/rc/clk?jk=3f87767552ec1e16&bb=eRdHlRC7Bs9p0TWZ69cUOYKnEOJY1SzgR2XAFXxmIFQv7atJPYwquqG3RjGsxaGf8oGgzTdDMLEGRgoOsNGsiojpSB9TQ8O2OW2_ELEDNb4%3D&xkcb=SoCq67M3FA1qifAMJL0LbzkdCdPP&fccid=cd22d01053af7669&vjs=3
203,Microsoft Azure Data Services-Application Developer,True,[],https://in.indeed.com/rc/clk?jk=d34195247afdbfde&bb=eRdHlRC7Bs9p0TWZ69cUOdRzs49QxOz2jMChJgaUKo3CDCAMgJGmr_FfBAwxpTMOrySLxjD9rPVHR2ROSighGZSM0vMhfVUJaNbrQQT2ReQ%3D&xkcb=SoAe67M3FA1qifAMJL0KbzkdCdPP&fccid=a4e4e2eaf26690c9&vjs=3
204,Full Stack Technologist,False,"[' than 300 years', 'li> 8-10+ years']",https://in.indeed.com/rc/clk?jk=61bd89050fe0431d&bb=eRdHlRC7Bs9p0TWZ69cUOe1CWp_sm399V7QUqga2NJInRLv2XrmAGoHbhec21q-1CVksfVXVByvAHwdK7j814hkXEW_AWK701YvTYqwHUNA%3D&xkcb=SoCD67M3FA1qifAMJL0JbzkdCdPP&fccid=2d181105260f6454&vjs=3
205,Full Stack Developer,True,['ound 2-10 years'],https://in.indeed.com/rc/clk?jk=c014304ca90a3b53&bb=eRdHlRC7Bs9p0TWZ69cUOX5KBTxzMfU8rjoq7UdiW_VJW2s50q2CzewupA4j8QYXMEyQJp4wZyEgw-n8ELApG-dju0AlknhipCdDqU1msx4%3D&xkcb=SoA367M3FA1qifAMJL0IbzkdCdPP&fccid=3ad8b4f6d4bfd022&cmp=Event-Beep&ti=Full+Stack+Developer&vjs=3
206,QA Engineer,True,[],https://in.indeed.com/rc/clk?jk=6a7c342dd1f4794b&bb=eRdHlRC7Bs9p0TWZ69cUOdRzs49QxOz2H5R2Q9xVqCAxiDlBlHK0I8RKc1h2h8kS7nxvh7Ld3eaGoCduCr_pHaoOh0rvXfIyR1Qr82cJk10%3D&xkcb=SoC567M3FA1qifAMJL0PbzkdCdPP&fccid=60e07a5cfb878d36&cmp=Snapmint&ti=Quality+Assurance+Engineer&vjs=3
207,Full Stack Developer,True,"['hiring 10+yrs', 'ence - 10+yrs', 'ation: 10 years', ' work: 10 years', 'agile: 10 years']",https://in.indeed.com/rc/clk?jk=976310099e4491eb&bb=eRdHlRC7Bs9p0TWZ69cUOWSdZGTr8NIx0ZWVICzlb7F9TNy_hT_nNcY0N_GhIKRFHNc-ssYqRsumLMTV643gbVVM93fmidmTSd0xg2QVe48%3D&xkcb=SoAN67M3FA1qifAMJL0ObzkdCdPP&fccid=d66458f305c11022&cmp=SH-Square-Consultants&ti=Full+Stack+Developer&vjs=3
208,Sr. Python Developer,False,"['python: 3 years', '>flask: 3 years']",https://in.indeed.com/rc/clk?jk=ab041bc546c4831f&bb=eRdHlRC7Bs9p0TWZ69cUOaBqI5GC5FnqQuL9bdYOsjtTMcvnUWB14xJ_HvALeeVr9Aj8xe0HfUeWO1E4i6xRF0e2Crm6BAOXxN9NuBkTAh8%3D&xkcb=SoCQ67M3FA1qifAMJL0NbzkdCdPP&fccid=95e89029f1e88954&cmp=BitCot-Technologies&ti=Python+Developer&vjs=3
209,Sr. Software Engineer,False,"['0 to 8.00 years', ': 5 to 7+ years']",https://in.indeed.com/rc/clk?jk=8227ed000df407f5&bb=eRdHlRC7Bs9p0TWZ69cUOZaH4nfFZJfewKUW1Rl56FGjXnvK7FOrHrVzkoHqNT6mQF9mUmCJNs2aBxrEZ7cYn6y1pWGjxMOwq2PWVxOA4rk%3D&xkcb=SoAk67M3FA1qifAMJL0MbzkdCdPP&fccid=97299926ef79b544&vjs=3
210,Backend Developer trainer,True,['r: 1 to 3 years'],https://in.indeed.com/rc/clk?jk=c005cafe066b94db&bb=eRdHlRC7Bs9p0TWZ69cUOevOYtPpI-FM-CaNLuX37-rcWXui97jFfxwBOlJQUjW9jbHCDb5gM0ej-2VE-yJiIRTE5gJaumJEHX4UbaM8VHo%3D&xkcb=SoDN67M3FA1qifAMJL0DbzkdCdPP&fccid=6c62babe5d0c273e&cmp=Optical-Arc-Pvt.-Ltd.&ti=Back+End+Developer&vjs=3
211,Junior Java Developer,True,['> <li>0-2 years'],https://in.indeed.com/rc/clk?jk=8f9384010594624a&bb=0MakQEeyWz4cfSy_Vll8G-jhzRwwatIw6PI8SpVLyKbr6y7NbIGmh_S__vhdXq9ejLS6AnMu-MdsXN1KDsEq2mQaC6yjQnE1EGeUaNcUSGc%3D&xkcb=SoDW67M3FA1jymyS5Z0LbzkdCdPP&fccid=0ee9142f9276aabf&cmp=retailcloud&ti=Junior+Java+Developer&vjs=3
212,Python Developer,True,[],https://in.indeed.com/rc/clk?jk=f0f7f9288c3f6840&bb=0MakQEeyWz4cfSy_Vll8G2OGRaPeemXEVWo1TF2Ny2mbj7mB6lCLmlXy-oKuT2M6E4nDLP3rGyHluWEYwe0ABFuU4kQ9LPIHVCsgB2K28So%3D&xkcb=SoBi67M3FA1jymyS5Z0KbzkdCdPP&fccid=8d3b1da4a9829b7d&cmp=21-Wayout&ti=Python+Developer&vjs=3
213,Sr Machine Learning Quality Engineer,False,"['l> <li>5+ years', 'ree; or 3 years']",https://in.indeed.com/rc/clk?jk=72611e18c8fb403d&bb=0MakQEeyWz4cfSy_Vll8GzbvlIZ75_i3E9L8Q1o2rRH4WclI5OaUpEpSRkSa8WmCE312OiPmp5N48Jke2qAPIB5QGAThXKtC046_yTtT7FY%3D&xkcb=SoD_67M3FA1jymyS5Z0JbzkdCdPP&fccid=7442885bc0fa7c14&vjs=3
214,Software System Architect for Automotive Programs,False,"['ices � 5+ years', 'ments� 3+ years']",https://in.indeed.com/rc/clk?jk=952fb8da591d745f&bb=0MakQEeyWz4cfSy_Vll8G56bwxBIoMSdKL8xASOMrq7OS1X4kmlHyLeEWmBgnFzv35S5gHxmA2wsDs2SBtie_6S-e95Mx4iQxpOPWyaLHrM%3D&xkcb=SoBL67M3FA1jymyS5Z0IbzkdCdPP&fccid=936367796261bd6e&vjs=3
215,Python/Django Developer,True,['/b> 1 - 4 years'],https://in.indeed.com/rc/clk?jk=e7a1ebf19a323054&bb=0MakQEeyWz4cfSy_Vll8G9efETVsslPRGn9t-dhDjY7z_90GPBX4Rt9LP3LAjZJgNt4zpJstBFurzTuP0O9AlPhgnSxOdeK8TBc44Esddt8%3D&xkcb=SoDF67M3FA1jymyS5Z0PbzkdCdPP&fccid=368ff3155e33c30d&cmp=igeek&ti=Python+Developer&vjs=3
216,Sr. Python Developer,False,"['python: 3 years', '>flask: 3 years']",https://in.indeed.com/rc/clk?jk=ab041bc546c4831f&bb=0MakQEeyWz4cfSy_Vll8G9sYiI8tf8RvVyuPD2AWkb4hpr6NHgH3AlwKG-E2Lze1Ro46fcl5EyvwOGGPpXr9f3rFYvNUl7fSxPO8hsHhQN4%3D&xkcb=SoBx67M3FA1jymyS5Z0ObzkdCdPP&fccid=95e89029f1e88954&cmp=BitCot-Technologies&ti=Python+Developer&vjs=3
217,Sr. Snowflake Developer - SCIT,False,['i> <li>7+ years'],https://in.indeed.com/rc/clk?jk=d09b8fe630827a34&bb=0MakQEeyWz4cfSy_Vll8GxAcV8bFtCjzeqSGSrMSDoiB58uflKTYcciqxcUCGTwGo6R_O7BFGqWKd9OCwmnW-txwVojDjIuWRnRZBuELPso%3D&xkcb=SoDs67M3FA1jymyS5Z0NbzkdCdPP&fccid=936367796261bd6e&vjs=3
218,Full Stack Python Developer,False,"['t least 5 years', 'ngular: 3 years', 'l work: 3 years', 'i>java: 3 years']",https://in.indeed.com/rc/clk?jk=41bc9d4f648111de&bb=0MakQEeyWz4cfSy_Vll8G0WxIjT-RYzDO14k5lZ2m5teQJ1ibJ1d91ml_M5rMpgsc9bqkATt4wF2wrb3fbX0k59YRXbqWQbFu5GNHpYjcvw%3D&xkcb=SoBY67M3FA1jymyS5Z0MbzkdCdPP&fccid=c8d64c81ac15c3f3&cmp=KonnectNXT&ti=Full+Stack+Developer&vjs=3
219,Students Intern,True,[],https://in.indeed.com/rc/clk?jk=dc67356631fcc063&bb=0MakQEeyWz4cfSy_Vll8Gwi8hrS4EU6tmKy5f_Jwm0PjNkC9IGITPLDj7OD4lusuSnbgn2YX6dLWdod1fIh_PQtkKuagjEsBThpnVAwuRRA%3D&xkcb=SoCx67M3FA1jymyS5Z0DbzkdCdPP&fccid=a311d3f78a9495c2&vjs=3
220,"Sr Architect, Data Development",True,"['mum of 15 years', 'mum of 10 years']",https://in.indeed.com/rc/clk?jk=5005da02e61bedb0&bb=0MakQEeyWz4cfSy_Vll8GyBUNXZNhewoPGKQE380LZq2CXDynk5LPUi8K1nh9O5c_lYO2bdFikS99HwBzGV_SoPrSfOSTlurX_OhE-DoEbU%3D&xkcb=SoAF67M3FA1jymyS5Z0CbzkdCdPP&fccid=663ece44ae074b32&vjs=3
221,Sr. Python Developer,False,"['<li>min 5 years', 'python: 5 years', 'rvices: 4 years']",https://in.indeed.com/rc/clk?jk=d5462a5a77c7787c&bb=0MakQEeyWz4cfSy_Vll8G1Mzc0HQ63fPSsapcxeskQ-1gMkLLeUQWIDxzfy4lxt713erGh0Lgl0Xr0lpUHFxe44j3es4Zh6l1MQ2p22YQPk%3D&xkcb=SoCY67M3FA1jymyS5Z0BbzkdCdPP&fccid=2a3a83d759c53d9b&cmp=Logic-Plum&ti=Python+Developer&vjs=3
222,Senior Test Automation Developer,False,['rough 40+ years'],https://in.indeed.com/rc/clk?jk=6582d9a1f79da0d6&bb=0MakQEeyWz4cfSy_Vll8G6TbtztGfcXS3hjkOZPKrr804ZG3XM5rgP7R4qYsKOx9UvIuxAIKbCFRnazSebdQmmcwNoWYAJsFyVEHXd_QVNA%3D&xkcb=SoAs67M3FA1jymyS5Z0AbzkdCdPP&fccid=cd22d01053af7669&vjs=3
223,Full Stack Developer,True,['ound 2-10 years'],https://in.indeed.com/rc/clk?jk=c014304ca90a3b53&bb=0MakQEeyWz4cfSy_Vll8GwSb-dZxz3AK-LtVpaRWwIn8NTClL7__K-4JmcX5fVCD2S2mwbefKxQ-IfWTzcb6-o5cRhDD-wuzG3zFxjgjYvs%3D&xkcb=SoCi67M3FA1jymyS5Z0HbzkdCdPP&fccid=3ad8b4f6d4bfd022&cmp=Event-Beep&ti=Full+Stack+Developer&vjs=3
224,Senior Matillion - ETL Developer,False,"['uired: 8+ years', 'imum of 8 years']",https://in.indeed.com/rc/clk?jk=92dd8a9c600b53cb&bb=0MakQEeyWz4cfSy_Vll8G8vSTZNCTOExb_Kxy08nkybAUzsBg14_sg4XRS5jXOVD3ro-_g5WXfbuWMjebFYLjVUYjd0O4tESntY3aV5hWuU%3D&xkcb=SoAW67M3FA1jymyS5Z0GbzkdCdPP&fccid=382eb5ff27e10b64&vjs=3
225,Senior Python Developer,True,[],https://in.indeed.com/rc/clk?jk=be056411343cc97c&bb=0MakQEeyWz4cfSy_Vll8G5qPt7cqiQ-eVSCSS9wUOkc5xhvaHkYB7sVMgk2Jvsf6BatlZK22FpQO5jayxw5igIg_d56142CE705L5jsb39Y%3D&xkcb=SoCL67M3FA1jymyS5Z0FbzkdCdPP&fccid=c642a9e13ee8636e&cmp=Zil-Money-%252F-Tyler-Petroelum-Inc&ti=Python+Developer&vjs=3
226,Automation Test Engineer,False,"['i> 3 to 7 years', 'h over 50 years']",https://in.indeed.com/rc/clk?jk=79507b3d65030dd1&bb=lOJc6KTiAu4_3mZ8QrG-okb7W0M-HEHJ2V57OCLkdOxCQ5w6Yu3BRMocmw8q1rKhF7jaqZ3Lo2-iVJdV0CkAU5-eZLfTGUlVKhLokorUNJ8%3D&xkcb=SoD767M3FA18zIgMJL0LbzkdCdPP&fccid=38b4474838e7b7a1&vjs=3
227,Senior Odoo Developer,False,"['l> <li>5+ years', 'ology, 3+ years', 'python: 3 years', 'script: 3 years', 'li>xml: 3 years', 'i>odoo: 3 years']",https://in.indeed.com/rc/clk?jk=7292ec3f95acac26&bb=lOJc6KTiAu4_3mZ8QrG-olQT04Gilo5o3QvqkvFdXSx4KIDSWcSJDB7vxG-nIJjpfo4D0MmdN5CA2D3J2uwfBe1P2qjNrZl3-dgCj_So7-A%3D&xkcb=SoBP67M3FA18zIgMJL0KbzkdCdPP&fccid=68a3707421a1b449&cmp=New-Horizons-Cybersoft-Limited&ti=Senior+Developer&vjs=3
228,AZURE Data Architect,False,['inimum 9+ years'],https://in.indeed.com/rc/clk?jk=1715f0892b763822&bb=lOJc6KTiAu4_3mZ8QrG-ooLNu1sc_wxOB4OlPaRjrCUjTtsjef0K0KwCJe1NA9jIs-1VWTBPIJE3adxB37fnhx8ej169bBw5PAkyE0I1TmA%3D&xkcb=SoDS67M3FA18zIgMJL0JbzkdCdPP&fccid=c67533a523c83a4c&vjs=3
229,Python/Django Developer,True,"['python: 2 years', 'l work: 2 years']",https://in.indeed.com/rc/clk?jk=b8ecc628853a3e2e&bb=lOJc6KTiAu4_3mZ8QrG-opgn2rHnf054CaCitIeyDKtIHvV7dBC5K1Rfh_1P7rQ-4IwolXa5B-8OA73UjB7stdRcV92kYs0swGAaQpv3S6k%3D&xkcb=SoBm67M3FA18zIgMJL0IbzkdCdPP&fccid=f9ebebf8ef562ae6&cmp=Thecloudtree&ti=Python+Developer&vjs=3
230,3 - Full Stack Cloud Developer,False,"['ience : 5 years', ' – 5 to 8 years']",https://in.indeed.com/rc/clk?jk=2a94414c553095bd&bb=lOJc6KTiAu4_3mZ8QrG-onlgievkTP_4WLKKtN60DncUVPzafiUMji71oHwjfRKJdEnen61fn8i-5PuiEWMuClAf4Z8yxqkGJwpjvNUVLtE%3D&xkcb=SoDo67M3FA18zIgMJL0PbzkdCdPP&fccid=71730634cc68bf43&vjs=3
231,Sr. Python Developer,False,"['level: 4+ years', 'n with 4+ years', 'python: 4 years']",https://in.indeed.com/rc/clk?jk=91e8dbb334d158b6&bb=lOJc6KTiAu4_3mZ8QrG-oqFmhFl71NmXdGHJ_nARtB10C079fEovfPe-r3mtd1YUc-V1olYhPg5mt2ZShbQ8tHHk9OBhKnqwjKN0tk0Dh_M%3D&xkcb=SoBc67M3FA18zIgMJL0ObzkdCdPP&fccid=3c0bc4310f3d4a45&cmp=Tops-Infosolutions-Pvt-Ltd&ti=Python+Developer&vjs=3
232,"Engineering Manager, Access Security Foundations",False,"['li> <li>8 years', 'li> <li>3 years', 's, with 2 years']",https://in.indeed.com/rc/clk?jk=34ef22dee89c03d7&bb=lOJc6KTiAu4_3mZ8QrG-ojDpSkaJwraDpEyA8lseCEQhCM859bZPAZXqgFx8WLoR85jAxodJv7enQREnDkbtM-henZQN4WikXP7nYR01oRc%3D&xkcb=SoDB67M3FA18zIgMJL0NbzkdCdPP&fccid=a5b4499d9e91a5c6&vjs=3
233,"Microservices, Spring Boot, Python - Back End Developer",True,"['<b>1 to 6 years', 'um of 1-6 years']",https://in.indeed.com/rc/clk?jk=2120119d2935cd6e&bb=lOJc6KTiAu4_3mZ8QrG-ohibfAvJOEgdRhd2_65MEIcqLjBiQgucvev7qQ50Aa7uMDx9i1yLKXGW3duEG8KpBKrSNlX1LDo_HWGPf7S4sHE%3D&xkcb=SoB167M3FA18zIgMJL0MbzkdCdPP&fccid=b2356cc76866ec18&vjs=3
234,BI IBM Datastage Developer,True,[],https://in.indeed.com/rc/clk?jk=f8d9036a1d4c7481&bb=lOJc6KTiAu4_3mZ8QrG-ohGFxvu9RtEsRPkE2_0-V6NAgTIR0u0bDVXGg6cCgJHjRyUPg3cmf7gsMQQBmN6IrFRv9QUC3FWmiAY6k4LEXcA%3D&xkcb=SoCc67M3FA18zIgMJL0DbzkdCdPP&fccid=d9b9208177142548&vjs=3
235,ETL developer,True,[],https://in.indeed.com/rc/clk?jk=ed1afe5139653d04&bb=lOJc6KTiAu4_3mZ8QrG-ooj4N6rysWmAPcjxqmwk3FrNtfLaNZ9ipG0ymsVXmGv8BeQTWdREZV4lPQvJMYbqQeG0IrbtwbRe2DeFc0rkt3c%3D&xkcb=SoAo67M3FA18zIgMJL0CbzkdCdPP&fccid=3868859e1c2511c6&vjs=3
