0,=,isExperienceEligible,years_occurrence,link
236,Principal Software Engineer,False,"['> <li> 8+ years', '> <li> 5+ years', '> <li> 5+ years', 'ld and 8+ years', 'ld and 6+ years', 'every two years']",https://in.indeed.com/rc/clk?jk=a963925ffebf9606&bb=lOJc6KTiAu4_3mZ8QrG-orVK0yJQWBg-wIt85qERH_sNwnYv1UPw186Xm1YGO8O5x2tshN_KGR0GK8cJtOQIxSO5EyrYNqS0aMxnR4U5Vpw%3D&xkcb=SoC167M3FA18zIgMJL0BbzkdCdPP&fccid=734cb5a01ee60f80&vjs=3
237,Software developer,True,[' <li> 1-3 years'],https://in.indeed.com/rc/clk?jk=899c97adbe013edc&bb=lOJc6KTiAu4_3mZ8QrG-omH23Iug4sMepD-oDuYzrmuoJi3Z95JkmHE57wQmI1WMF7sCUJD0d9sXFGPFLkc0ULzdbhSFlah6WfUTU4JcitU%3D&xkcb=SoAB67M3FA18zIgMJL0AbzkdCdPP&fccid=de71a49b535e21cb&vjs=3
238,Senior Python Developer,False,"['ired - 5+ years', 'i> <li>5+ years']",https://in.indeed.com/rc/clk?jk=e2e603bd73bc2a4d&bb=lOJc6KTiAu4_3mZ8QrG-otY4ryGPRIwSK-AiP2AtOK4R7RvkfrfPXXysB7IBLC0iuohhwH1qTmtE6BWSSLDjpUv4Ug20nt4JmRySodMFxtU%3D&xkcb=SoCP67M3FA18zIgMJL0HbzkdCdPP&fccid=5538896c0c0a1ebb&vjs=3
239,Aircraft Delivery - IT Technology Specialist,False,[' with 4-6 years'],https://in.indeed.com/rc/clk?jk=20d38b8877194281&bb=lOJc6KTiAu4_3mZ8QrG-otPll6gKwDZQSTaJG7tu22kYBskwIGgvPQXn0wcSlTmF3Qq4dLo2MZzF02AVOVNtHhylFx0qHzgecw8x-h-Sc1o%3D&xkcb=SoA767M3FA18zIgMJL0GbzkdCdPP&fccid=2d0740e02e80cf22&vjs=3
240,Software Developer / Project Leader,False,"['> <b> 5-8 yrs', 'than five years']",https://in.indeed.com/rc/clk?jk=f660277656dfa363&bb=lOJc6KTiAu4_3mZ8QrG-ogioxySPz8KhP2kdqDv5Mcyj4Q45RqZ5eYGK3e6deUlCg8-uxu3ZGsM5QOqE3GLYO1ntH8IveQmi3YU4MnokSRc%3D&xkcb=SoCm67M3FA18zIgMJL0FbzkdCdPP&fccid=df4303b9957be85e&vjs=3
241,Python Developer,True,[],https://in.indeed.com/rc/clk?jk=380eb13816b41e94&bb=xrP-fYFCY7bB8mliYw8mjesFkZSUsvM3XjmxipO4QfUUFQTiU8elwbzW0Mt9Wwxm27HN944cqhTcGepxlaq9TU8x0g-lvBDTnphaeC585vM%3D&xkcb=SoBT67M3FA12cDAGEL0NbzkdCdPP&fccid=bdb52577c0700772&vjs=3
242,Automation Test Engineer,False,"['i> 3 to 7 years', 'h over 50 years']",https://in.indeed.com/rc/clk?jk=79507b3d65030dd1&bb=xrP-fYFCY7bB8mliYw8mjaX-HdGVdObqywu88vbm7QRjfbtq7hE3UGH3nTDSW5efAn4fk65ynKlYmWt_WGCs5IUKrU5kpybaFsU2GXLd3xg%3D&xkcb=SoDn67M3FA12cDAGEL0MbzkdCdPP&fccid=38b4474838e7b7a1&vjs=3
243,Python Developer,False,"['th 3 to 5 years', 'python: 3 years']",https://in.indeed.com/rc/clk?jk=cf4aef1517c7ce1d&bb=xrP-fYFCY7bB8mliYw8mjYzvyzuyyNohkfAN7iFA0yQjAls9VYwjc1vr4UxRfRdQoZ2tpFZt4lluLGqZctX05iAnLWdfuxFbmqKvDTmdiUY%3D&xkcb=SoAO67M3FA12cDAGEL0DbzkdCdPP&fccid=07db03015b0b5f1d&cmp=W2S-Solutions&ti=Python+Developer&vjs=3
244,Senior Full Stack Developer,True,"['l work: 2 years', 'opment: 2 years']",https://in.indeed.com/rc/clk?jk=0e7f68e1cb25105c&bb=xrP-fYFCY7bB8mliYw8mjTidPITMJGeoowmRry7Bfg-bt7YG8Rg054bukqTIKsZntQbFIzpKDDnKCzeuaLZq6PUT94NRVkRu_g6Chrrzc6Q%3D&xkcb=SoC667M3FA12cDAGEL0CbzkdCdPP&fccid=101772a04e3ebfab&cmp=Coral-Innovations-Private-Limited&ti=Full+Stack+Developer&vjs=3
245,"R&D Senior Member of Technical Staff, System Test",False,"['nce of 7+ years', 'minimum 3 years']",https://in.indeed.com/rc/clk?jk=f45bf4a17583ac19&bb=xrP-fYFCY7bB8mliYw8mjY8LLJwc07-O5Tf3jayebb8p84KUlXzvNaUJZIoLeIyUqKZ3ZMBn6I0HftEgkWVCnon8kLVAf0MBDi1VtBlnJcY%3D&xkcb=SoAn67M3FA12cDAGEL0BbzkdCdPP&fccid=9fbd8c2a46aec52a&vjs=3
246,Sr BI Developer,False,"['> <li> 5+ years', '> <li> 5+ years']",https://in.indeed.com/rc/clk?jk=b9d49a91020d6f57&bb=xrP-fYFCY7bB8mliYw8mjWlFhQ28MsHDevRY4kM_vjR1C10X8063sd1TQxymyrd6ZGBcS_NwUvrm05yuPm5t3dfCDEclIaE42C0VQSl__jk%3D&xkcb=SoCT67M3FA12cDAGEL0AbzkdCdPP&fccid=f9af5aebcecd8ef2&vjs=3
247,QAA Engineer II,False,['l> <li>4+ years'],https://in.indeed.com/rc/clk?jk=f748ea5d1d1e65b3&bb=xrP-fYFCY7bB8mliYw8mjXz69WqsVRtHdcdpZMO4Jcb_G4wnMqYjoAg-VBMdncd2BgxpfQpIhwinZMGHBnlUrfRHiDh9jLaOugmd-TsZuPM%3D&xkcb=SoAd67M3FA12cDAGEL0HbzkdCdPP&fccid=30d246fbab8703db&vjs=3
248,Quantitative Developer - Commodities,True,[],https://in.indeed.com/rc/clk?jk=26faee85a17e848f&bb=xrP-fYFCY7bB8mliYw8mjeKN9uf-KErO2FvsOIxu1sGL0kBJjlNN2_oEV4CC71oBO5b5qPC1R9VPVKM3F9p6tFkJYdg6V_d-bwj_xTLLbtU%3D&xkcb=SoCp67M3FA12cDAGEL0GbzkdCdPP&fccid=548e0909717a6ddf&vjs=3
249,Senior Developer,False,"['couple of years', '> <li> 3+ years', '> <li> 2+ years', '> <li> 2+ years', '> <li> 2+ years']",https://in.indeed.com/rc/clk?jk=f1e5c10b3721d0c7&bb=xrP-fYFCY7bB8mliYw8mjd8K5YYjwOZXaaKJyooTzk9KP8EIWesT-KhQ-_3LgBt3Go0yKwEGiPJMdtNnWhTl0CU9EDNEteje1JPtwNI-Ohg%3D&xkcb=SoA067M3FA12cDAGEL0FbzkdCdPP&fccid=b374f2a780e04789&vjs=3
250,Technical Architect-Power BI,False,"['noida<br/>years', 'rience-7+ years']",https://in.indeed.com/rc/clk?jk=c3a7100a04f4d391&bb=xrP-fYFCY7bB8mliYw8mjWWCOZWUnAYhfyzT3a9cdNI1YDUCkqVQo8hLJ66zMIEV0-9EU7VvEHpad9KBk5OvJMBPvBW1mpZpyIx6r9_Zv8s%3D&xkcb=SoCA67M3FA12cDAGEL0EbzkdCdPP&fccid=a5ab33b4c743ee68&cmp=Advansoft-International-Inc&ti=Software+Architect&vjs=3
251,Full Stack Developer,False,"['imum of 3 years', 'l work: 3 years']",https://in.indeed.com/rc/clk?jk=62bb315bcd5fb9c4&bb=xrP-fYFCY7bB8mliYw8mjYQErHC4s1vY8QUAMOCdLSbCbcyhaMXgn5uw2QSCpu1TFjJrv0d-j68OxPmDPoLge4OUr_VnMMVtfpaRMwshvVQ%3D&xkcb=SoCn67M3FA12cDAGEL0bbzkdCdPP&fccid=62074cabcc5c06e0&cmp=F%28x%29-Data-Labs-PVT-LTD&ti=Full+Stack+Developer&vjs=3
252,Full Stack Developer,False,['li><b>5-9 years'],https://in.indeed.com/rc/clk?jk=76d39628d39f5c42&bb=xrP-fYFCY7bB8mliYw8mjfC94DrqOR5ZXBgj_dR3pxrH3GiGvsdv7K5pXM6iOH3K1Px7RTwMy0SGI8s_sdLecYJ7ojYR6vHobiAytnGy1Qw%3D&xkcb=SoAT67M3FA12cDAGEL0abzkdCdPP&fccid=af7e4894f2058327&vjs=3
253,1800_Lead Developer Salesforce,False,"[' <li>8-10 years', 'i> <li>2+ years']",https://in.indeed.com/rc/clk?jk=cb51ea172c5e0c6f&bb=xrP-fYFCY7bB8mliYw8mjYlXQyx-uF35QsIF6RehmbQhwlclL8lYTbJQ1X9TnaIU-m2m5eatWH3S5RHB3m8ION21H9yxuqwuUKLcFvqB4WM%3D&xkcb=SoCO67M3FA12cDAGEL0ZbzkdCdPP&fccid=45deda0109c01fc4&vjs=3
254,QA Lead,False,"['imum of 8 years', 'urance: 8 years']",https://in.indeed.com/rc/clk?jk=17e2189bfb2b007b&bb=xrP-fYFCY7bB8mliYw8mjdJhLaD466qLbIMz5c7T3vWiTDz7F3AArReXTSnVyhV32yU4MLVOSI-2_qXC93aOzNWNpocPK-5eJrbJR-qcp6s%3D&xkcb=SoA667M3FA12cDAGEL0YbzkdCdPP&fccid=10ed57b13a230520&cmp=Goomka&ti=Quality+Assurance+Manager&vjs=3
255,Sr. Engineer - AWS,False,"[' <li> 4-6 years', ' <li> 4-6 years']",https://in.indeed.com/rc/clk?jk=6a365f328a096388&bb=xrP-fYFCY7bB8mliYw8mjdjGfphaJINzHihCwBZOc6oq4eAnh0935DnnUZ77bQjpykmnwrnrIMOKu9zlcSlQfLeM8gd1cDwsu0GtjfD_y8U%3D&xkcb=SoC067M3FA12cDAGEL0fbzkdCdPP&fccid=ed22db47960d00a3&vjs=3
256,Microsoft Robotic Process Automation-Application Developer,True,['inimum 15 years'],https://in.indeed.com/rc/clk?jk=d7ef4a303872fa13&bb=qcFT2zo3PUin3vTd8k4L3u6usacN6DV3R_5duLKTFKCZFlwEC1ywq6OL9fTGFditCLCbzppFL1qcqgiEozsSOx1SgUR-5itfpmyBSIekyLA%3D&xkcb=SoB167M3FA1wOAyFq50LbzkdCdPP&fccid=a4e4e2eaf26690c9&vjs=3
257,Application Software engineer_Door_(Special Skill),False,"['e than 10 years', 'rience 8+ years']",https://in.indeed.com/rc/clk?jk=ed6e42c4d3591a91&bb=qcFT2zo3PUin3vTd8k4L3nSu0xajOj1PhAlK1TweqvVxhyfU7ylOgsQIO55ejXKNnLGwl7a3RK7R5RJPeZ9rVvbv2BHvbShemVDkRGfZrNs%3D&xkcb=SoDB67M3FA1wOAyFq50KbzkdCdPP&fccid=4c2b7ddb804f88c2&vjs=3
258,Software QA Engineer - Automation,False,['> <li>3-6 years'],https://in.indeed.com/rc/clk?jk=a878ed43ddb00931&bb=qcFT2zo3PUin3vTd8k4L3pE1Hot-e4z1fYhTG8eI8jzoZt__Xx4VlllUwwXNzO_fKVF2i7PVKO3mdsZA3bK8ByaTyWiq1feOQRpEzffCksQ%3D&xkcb=SoBc67M3FA1wOAyFq50JbzkdCdPP&fccid=e775ea668c7f9b82&vjs=3
259,Backend Developer,True,['> <li> 2+ years'],https://in.indeed.com/rc/clk?jk=1d5c44cbe7df588c&bb=qcFT2zo3PUin3vTd8k4L3iiaHKSoi4MVqFN1zvVPYgS0L8THzh-sSZsVsYtSK0bEw-YCKB4W1xX0PFkvs204RauY_Bhw2R5Zhu8yZni_Oes%3D&xkcb=SoDo67M3FA1wOAyFq50IbzkdCdPP&fccid=de71a49b535e21cb&vjs=3
260,ADAS Senior System Test Engineer,False,"['       5+ years', '       2+ years', ' <br/> 3+ years']",https://in.indeed.com/rc/clk?jk=91d2bf48b41554b4&bb=qcFT2zo3PUin3vTd8k4L3qhQEqgmH-i0RjkCxwwt3Rmk4OPnMXixggmk7Vur93_JjH24-aqPmZSbU5nLFFZrUPrMXVAcRb0KNRbWO3rRCjk%3D&xkcb=SoBm67M3FA1wOAyFq50PbzkdCdPP&fccid=0f63e537c80f169b&vjs=3
261,"R&D Senior Member of Technical Staff, System Test",False,"['nce of 7+ years', 'minimum 3 years']",https://in.indeed.com/rc/clk?jk=f45bf4a17583ac19&bb=qcFT2zo3PUin3vTd8k4L3ukTNLoB5rgnKR7RHKHPXfmXId091oZb4B0CTnw2iqlLEcTxLkj4vAU_GhANv2r28NZ7WOfU_Khp5fBIsM_-ctI%3D&xkcb=SoDS67M3FA1wOAyFq50ObzkdCdPP&fccid=9fbd8c2a46aec52a&vjs=3
262,QA Lead,False,"['imum of 8 years', 'urance: 8 years']",https://in.indeed.com/rc/clk?jk=17e2189bfb2b007b&bb=qcFT2zo3PUin3vTd8k4L3ipjm7N2n0vg5Wh8w-PQgmDCA26-sMDO_L3A3cE4MgrSFneMoUMpd8vnI17T_6rCEwCYCWGmtdjTPI21YLzXBf4%3D&xkcb=SoBP67M3FA1wOAyFq50NbzkdCdPP&fccid=10ed57b13a230520&cmp=Goomka&ti=Quality+Assurance+Manager&vjs=3
263,Big Data Engineer,False,[' <li> 3-5 years'],https://in.indeed.com/rc/clk?jk=a2a54bdc00a11629&bb=qcFT2zo3PUin3vTd8k4L3n4lnRLoaa0ockF2rV_8ilmz92rBsMkeom-U8to3i6SmPfX9dHXqZPmE4fEPhmowbYk0QecYUEq3sx6gDjJorYM%3D&xkcb=SoD767M3FA1wOAyFq50MbzkdCdPP&fccid=683f563b5cc25b70&vjs=3
264,Sr. Python Developer,False,['python: 3 years'],https://in.indeed.com/rc/clk?jk=e96ae3e4d642a5c1&bb=qcFT2zo3PUin3vTd8k4L3ny2vtKKRzb9KBTwuIKfCFaJ893zveAP8Ev6pfDwScmoWQGTknjSelCJWcKzA70G3W29cfH0DIS31AjFk-UPnoY%3D&xkcb=SoAS67M3FA1wOAyFq50DbzkdCdPP&fccid=0a4a835827661544&cmp=Tricky-web-solutions&ti=Python+Developer&vjs=3
265,Ethernet Bootloader Lead Engineer,False,"['um of 10+ years', 'mory ( 5+ years', 'ager ( 5+ years']",https://in.indeed.com/rc/clk?jk=9448ed3c22c945e0&bb=qcFT2zo3PUin3vTd8k4L3u6usacN6DV3VLlhJSAJJgOs7qFXGkDJlfCnSv5gsOln2jLRUgP__LdV7zvbwbjEWKDm5z-gCfMOp1ZcxQYhLcE%3D&xkcb=SoCm67M3FA1wOAyFq50CbzkdCdPP&fccid=4b841d912d46e4fd&vjs=3
266,Principal Software Engineer,False,"['> <li> 8+ years', '> <li> 5+ years', '> <li> 5+ years', 'ld and 8+ years', 'ld and 6+ years', 'every two years']",https://in.indeed.com/rc/clk?jk=a963925ffebf9606&bb=qcFT2zo3PUin3vTd8k4L3pfiCYq9pGUqqLTslHrKak06Gqv3sx7i-LAMt_L9xGN-r7fTjdDXok97DmUA7XgSv7V0rrlvG0yiVFp4QFhmPy8%3D&xkcb=SoA767M3FA1wOAyFq50BbzkdCdPP&fccid=734cb5a01ee60f80&vjs=3
267,Python Developer,False,"[' almost 2 years', 'python: 3 years', 'l work: 4 years']",https://in.indeed.com/rc/clk?jk=394c84d3d59fcf8f&bb=qcFT2zo3PUin3vTd8k4L3lWCcngofPZvme6QNuLUOGBHMn-nDxGUu3COsQBMLEpD5S2XM4NIRJXJB6rdOASzBBNmHFJyrAOaQ-SE4UP7wLk%3D&xkcb=SoCP67M3FA1wOAyFq50AbzkdCdPP&fccid=3001a63e4e9ae52f&cmp=Blockchain-Solutions-Network&ti=Python+Developer&vjs=3
268,Developer III - Data Engineer,True,[],https://in.indeed.com/rc/clk?jk=e65c6b77a2c280db&bb=qcFT2zo3PUin3vTd8k4L3s2CGkhuQsHQFuyg9zYjaO4Sheqi-1ZQO6KvmfAh1fkYsleXu15ivecg_Q7OUZCkiN6Z6Bo9141snrGlrSuzQg4%3D&xkcb=SoAB67M3FA1wOAyFq50HbzkdCdPP&fccid=810178099fb1fcbc&vjs=3
269,"Quality Assurance Tech , SFT",True,[],https://in.indeed.com/rc/clk?jk=78207fc55a207c07&bb=qcFT2zo3PUin3vTd8k4L3ttj_odQR9Mhv9GNVOYpvdffMScVBJu04yy0FSb_43QwQQo1DqdkiJ_9P78TlcLV76tSb8VfD2_AlyaxBT9vS14%3D&xkcb=SoC167M3FA1wOAyFq50GbzkdCdPP&fccid=fe2d21eef233e94a&vjs=3
270,UFT Tester,True,"['> <li>2-5 years', 'l work: 2 years']",https://in.indeed.com/rc/clk?jk=dbde33a6de48a796&bb=qcFT2zo3PUin3vTd8k4L3kaK5omL0QhEnE1eeeAWK0zeLSffNf0NHYOmlc8jz6PQg-KvJ_s8jTwKj6yXzYPjeZGbbFFXhv2l5DupLrpONV4%3D&xkcb=SoAo67M3FA1wOAyFq50FbzkdCdPP&fccid=80012af19dde32e0&cmp=SKYLARK-HR-SOLUTIONS&ti=Uft+Tester&vjs=3
271,Middleware Admin,True,[' 10 to 13 years'],https://in.indeed.com/rc/clk?jk=6cf105429f8ca66e&bb=i0vCSulguALkocMvaq5W4XLCYZb6TFT33S9UpkMmc29_iBGKBOAJ-2i7wrQX5ECmEpc0OiuplYlwyaNNTTup3SLr7l_yU1DIwpK1Ke-moB4%3D&xkcb=SoBR67M3FA2I2MSS2p0LbzkdCdPP&fccid=146443e77d8c0778&vjs=3
272,DevOps Build and Integration Engineer,False,['l> <li>4+ years'],https://in.indeed.com/rc/clk?jk=a0bb8c78fd084822&bb=i0vCSulguALkocMvaq5W4VIMehSgQWPuFOG_ZGxCzz3ZJetlkp7LWAfFLiLgFNbhNRFOKvPQArRS2I0bXqOhBzguors_BR9bVEI7My16COk%3D&xkcb=SoDl67M3FA2I2MSS2p0KbzkdCdPP&fccid=c1099851e9794854&vjs=3
273,AWS Developer,False,"['ul> <li>3 years', 'l work: 3 years', 'opment: 3 years', 'mation: 3 years']",https://in.indeed.com/rc/clk?jk=5d4c1d8378f66ecc&bb=i0vCSulguALkocMvaq5W4QoH-Uv25H2JiAL6ENxsfbEvZGumN_b3z8ap-ILql98l0fy3bQ75Wxk8YxwoKsn7LyYyp9P1_jQPSbahHN8Lg48%3D&xkcb=SoB467M3FA2I2MSS2p0JbzkdCdPP&fccid=b8f2d72468b4d891&cmp=Timing-Technologies-India-Pvt-Ltd&ti=Developer&vjs=3
274,LLM Engineer,False,"['s over 20 years', 'p> <p> 5+ years']",https://in.indeed.com/rc/clk?jk=590dac557ae9726a&bb=i0vCSulguALkocMvaq5W4bbkKFOflZYZBgqh_sM5afllIw5KFMINdJm2wWD4nQ76iUhC5ExWqcsYwQloNDr5Xgecra55X270iNsQ3dmLuA8%3D&xkcb=SoDM67M3FA2I2MSS2p0IbzkdCdPP&fccid=ba93ad888f052d55&vjs=3
275,Principal Software Engineer,False,"['> <li> 8+ years', '> <li> 5+ years', '> <li> 5+ years', 'ld and 8+ years', 'ld and 6+ years', 'every two years']",https://in.indeed.com/rc/clk?jk=a963925ffebf9606&bb=i0vCSulguALkocMvaq5W4YBctFv32tdBt5g4WqXBftPakr0ZNLzMrpgfWhKc6ZBFx4-U2-fdC0XxYNJLOGfKRMzgrjWNgIRMo7MvkuZVWoA%3D&xkcb=SoBC67M3FA2I2MSS2p0PbzkdCdPP&fccid=734cb5a01ee60f80&vjs=3
276,Software Developer II - Full-Stack,True,[],https://in.indeed.com/rc/clk?jk=8fffd0b655251242&bb=i0vCSulguALkocMvaq5W4TJz_ew-rePpjBFDAVSMs6EHGKAUc-0lblH0j29iD81SnIymhoQHAdaOWWpiP62YRVAhAQ-9xqT2IxV7hsll0C8%3D&xkcb=SoD267M3FA2I2MSS2p0ObzkdCdPP&fccid=710869a2b4d5c472&vjs=3
277,Cloud Support Engineer (Analytics),True,['mum of 2+ yrs'],https://in.indeed.com/rc/clk?jk=c27015283eac189b&bb=i0vCSulguALkocMvaq5W4aziRPDACbVVx5NsbeVZbBJVbpVOyJ8mtKTzFLTIA5SICdZHHXf4SecGl7Gyz3s3hgWpauX_eN2ShsCfw3298ag%3D&xkcb=SoBr67M3FA2I2MSS2p0NbzkdCdPP&fccid=fe2d21eef233e94a&vjs=3
278,Software Developer,True,[],https://in.indeed.com/rc/clk?jk=b8b4a7a22da30187&bb=i0vCSulguALkocMvaq5W4bNs0suRGQ0bhjuLAF5FDKPqsFWwD6pHxEwBNFk8LE8xBS2ptDYfLeVbpH7PLGlTpSOvztnSE9GKCKFPfV2L3MI%3D&xkcb=SoDf67M3FA2I2MSS2p0MbzkdCdPP&fccid=5f97955cf31e08f1&cmp=RKR-GOLD-PRIVATE-LIMITED&ti=Software+Engineer&vjs=3
279,Developer III - Data Engineer,True,[],https://in.indeed.com/rc/clk?jk=e65c6b77a2c280db&bb=i0vCSulguALkocMvaq5W4QJO_LcD_NH1-8paEy5l3QfbceC-KWtbxkCexwGmzNyf7-N2Pxa4SZhKq9ZYXxB19_3zPQkBFvZ89FYrwimojg8%3D&xkcb=SoA267M3FA2I2MSS2p0DbzkdCdPP&fccid=810178099fb1fcbc&vjs=3
280,Sr Oracle DB Developer/Informatica/Snowflake/Python,False,"[' <p>3 - 5 years', 'ience, 1+ years']",https://in.indeed.com/rc/clk?jk=00bc2039f6542f3e&bb=i0vCSulguALkocMvaq5W4T30Dz5HfRVrv18QiNn7WPBGuNS5HWii1OcWH0p-704stWwtix-IEBg0J0bzKqmhgXVUS6oNKPnFjzUXxUetETQ%3D&xkcb=SoCC67M3FA2I2MSS2p0CbzkdCdPP&fccid=91444a28cb181211&vjs=3
281,Sr Quality Engineer,False,"['li>5 to 7 years', 'rience (5 years', 't least 2 years']",https://in.indeed.com/rc/clk?jk=e8dacbdef62f328c&bb=i0vCSulguALkocMvaq5W4VTKbO8cQdXnsZJYmprxNp8NiyKUwsQXLoaRGO7xQHVtx7qS5Fgu2TmN6C1Wp9qgDRhs25JihAqJka8tofI704k%3D&xkcb=SoAf67M3FA2I2MSS2p0BbzkdCdPP&fccid=de944fd9a81b62b0&vjs=3
282,Professional Services Delivery Engineer - II (IN),True,[],https://in.indeed.com/rc/clk?jk=49c6bd550ae12fee&bb=i0vCSulguALkocMvaq5W4ZQFgBPQ-yTIHoGkjEs6v8uTv6unXXsYvM3iOjq2XXcLu9KR50kSNxiQdG_XOX-5Gro26wphEhrkzMOsymAnOLA%3D&xkcb=SoCr67M3FA2I2MSS2p0AbzkdCdPP&fccid=b60c9324aeb7df96&vjs=3
283,Dataiku Developer,False,['/b> 3 – 6 years'],https://in.indeed.com/rc/clk?jk=1b246622b4f20745&bb=i0vCSulguALkocMvaq5W4R2-r3VTN46MTqPTEbN3y4NrhBg4wQvxLV81wZp97LCyIi-RA-5_5QtvtJAiQEylQzy-teCf5S1Sq56m4PnTxls%3D&xkcb=SoAl67M3FA2I2MSS2p0HbzkdCdPP&fccid=e8b25353b98ebe33&vjs=3
284,Python/Django Developer,False,"['t least 2 years', 'django: 4 years', 'python: 4 years']",https://in.indeed.com/rc/clk?jk=94322fac041ff782&bb=i0vCSulguALkocMvaq5W4Rqq8xC4YAJWiyt_GRUyZ2yAQxBYzKWDALaW-f1HjmEm_DzpemnwsWsDb8n8g0aiFTtfFwmH5vdrrsFQTSRskmM%3D&xkcb=SoCR67M3FA2I2MSS2p0GbzkdCdPP&fccid=465f7b5a204f6cfd&cmp=Habilelabs-Pvt.-Ltd.&ti=Python+Developer&vjs=3
,Automation Test Lead,False,"['. 7 to 10 years', 'n test: 7 years']",https://in.indeed.com/rc/clk?jk=a4b4ad10361d167d&bb=i0vCSulguALkocMvaq5W4Zsjj6QtVFEZhXWRq2-BvPHAAoCgHtZpa1HpC0OI8hHbjormEQVxwoyhr3ZPgWSIEncNRD583apzYl702OUxdLU%3D&xkcb=SoAM67M3FA2I2MSS2p0FbzkdCdPP&fccid=8509d709a3527184&cmp=Aviyana-Venture&ti=Test+Lead&vjs=3
